sequence_record_id,associated_pathogen_record_id,associated_rodent_record_id,study_id,sequenceType,virus_clean,matched_virus,original_name,accession_number,country,eventDate,species,host_genus,gbif_id,coordinate_resolution,decimalLatitude,decimalLongitude,n_assayed,n_positive,n_negative,version
grant_217,grant_525,grant_470,grant_78,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,PUUV,ÐœÐ¢003261,France,2000-2009,Myodes glareolus,Myodes,5706764.0,Area,49.94,4.824,55.0,55.0,0.0,v3
grant_218,grant_525,grant_470,grant_78,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,PUUV,ÐœÐ¢003262,France,2000-2009,Myodes glareolus,Myodes,5706764.0,Area,49.94,4.824,55.0,55.0,0.0,v3
grant_219,grant_525,grant_470,grant_78,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,PUUV,ÐœÐ¢003236,France,2000-2009,Myodes glareolus,Myodes,5706764.0,Area,49.94,4.824,55.0,55.0,0.0,v3
grant_220,grant_525,grant_470,grant_78,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,PUUV,ÐœÐ¢003242,France,2000-2009,Myodes glareolus,Myodes,5706764.0,Area,49.94,4.824,55.0,55.0,0.0,v3
grant_221,grant_525,grant_470,grant_78,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,PUUV,ÐœT003249,France,2000-2009,Myodes glareolus,Myodes,5706764.0,Area,49.94,4.824,55.0,55.0,0.0,v3
grant_222,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022844,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_223,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022845,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_224,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022846,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_225,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022847,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_226,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022848,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_227,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022849,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_228,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022850,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_229,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022851,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_230,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022852,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_231,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022853,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_232,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022854,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_233,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022855,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_234,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022856,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_235,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022857,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_236,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022858,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_237,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022859,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_238,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022860,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_239,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022861,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_240,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022862,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_241,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022863,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_242,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022864,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_243,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022865,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_244,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022866,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_245,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022867,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_246,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022868,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_247,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022869,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_248,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022870,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_249,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022871,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_250,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022816,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_251,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022817,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_252,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022818,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_253,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022819,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_254,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022820,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_255,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022821,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_256,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022822,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_257,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022823,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_258,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022824,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_259,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022825,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_260,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022826,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_261,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022827,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_262,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022828,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_263,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022829,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_264,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022830,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_265,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022831,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_266,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022832,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_267,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022833,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_268,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022834,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_269,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022835,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_270,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022836,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_271,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022837,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_272,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022838,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_273,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022839,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_274,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022840,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_275,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022841,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_276,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022842,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_277,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022843,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_278,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022788,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_279,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022789,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_280,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022790,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_281,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022791,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_282,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022792,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_283,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022793,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_284,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022794,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_285,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022795,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_286,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022796,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_287,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022797,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_288,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022798,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_289,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022799,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_290,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022800,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_291,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022801,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_292,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022802,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_293,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022803,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_294,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022804,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_295,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022805,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_296,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022806,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_297,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022807,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_298,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022808,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_299,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022809,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_300,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022810,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_301,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022811,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_302,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022812,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_303,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022813,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_304,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022814,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_305,grant_593,grant_538,grant_81,Pathogen,Orthohantavirus seoulense,Orthohantavirus seoulense,SEOV,MN022815,China,2018-2019,Rattus norvegicus,Rattus,2439261.0,Average District,23.0979194760972,113.284004152269,114.0,41.0,73.0,v3
grant_306,grant_596,grant_541,grant_83,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,PUUV,Z21497,Russia,1991,Myodes glareolus,Myodes,5706764.0,Area,56.6696985538199,52.8769409952171,1.0,1.0,0.0,v3
grant_307,grant_596,grant_541,grant_83,Pathogen,Orthohantavirus puumalaense,Orthohantavirus puumalaense,PUUV,Z21509,Russia,1991,Myodes glareolus,Myodes,5706764.0,Area,56.6696985538199,52.8769409952171,1.0,1.0,0.0,v3
grant_308,grant_706,grant_651,grant_94,Pathogen,Kurkino virus,Kurkino virus,KKMV,MSB148794,Russia,07/2006,Sorex minutissimus,Sorex,2435959.0,area,62.0709455320548,128.937926037682,5.0,0.0,5.0,v3
grant_309,grant_709,grant_654,grant_95,Pathogen,Kurkino virus,Kurkino virus,SAAV,AJ616854,Denmark,11/2000,Apodemus agrarius,Apodemus,2437761.0,area,54.8338913724681,11.4763293044871,69.0,1.0,68.0,v3
grant_310,grant_709,grant_654,grant_95,Pathogen,Kurkino virus,Kurkino virus,SAAV,AJ616855,Denmark,11/2000,Apodemus agrarius,Apodemus,2437761.0,area,54.8338913724681,11.4763293044871,69.0,1.0,68.0,v3
grant_311,grant_739,grant_684,grant_97,Pathogen,Lechiguanas virus,Lechiguanas virus,LECV,AY204677,Uruaguay,1997-2001,Oligoryzomys flavescens,Oligoryzomys,2438271.0,sampling sites,-34.7510168175423,-56.3073397979862,67.0,2.0,65.0,v3
grant_312,grant_739,grant_684,grant_97,Pathogen,Lechiguanas virus,Lechiguanas virus,LECV,AY204678,Uruaguay,1997-2001,Oligoryzomys flavescens,Oligoryzomys,2438271.0,sampling sites,-34.7510168175423,-56.3073397979862,67.0,2.0,65.0,v3
grant_313,grant_739,grant_684,grant_97,Pathogen,Lechiguanas virus,Lechiguanas virus,LECV,AY204679,Uruaguay,1997-2001,Oligoryzomys flavescens,Oligoryzomys,2438271.0,sampling sites,-34.7510168175423,-56.3073397979862,67.0,2.0,65.0,v3
grant_314,grant_739,grant_684,grant_97,Pathogen,Lechiguanas virus,Lechiguanas virus,LECV,AY204680,Uruaguay,1997-2001,Oligoryzomys flavescens,Oligoryzomys,2438271.0,sampling sites,-34.7510168175423,-56.3073397979862,67.0,2.0,65.0,v3
grant_315,grant_861,grant_806,grant_105,Pathogen,Topografov virus,Topografov virus,Topografov Virus,AJ011646,Russia,1994,Lemmus sibiricus,Lemmus,5219835.0,Area,76.4016653456175,99.9775365799556,61.0,6.0,55.0,v3
grant_316,grant_861,grant_806,grant_105,Pathogen,Topografov virus,Topografov virus,Topografov Virus,AJ011647,Russia,1994,Lemmus sibiricus,Lemmus,5219835.0,Area,76.4016653456175,99.9775365799556,61.0,6.0,55.0,v3
grant_317,grant_861,grant_806,grant_105,Pathogen,Topografov virus,Topografov virus,Topografov Virus,AJ011649,Russia,1994,Lemmus sibiricus,Lemmus,5219835.0,Area,76.4016653456175,99.9775365799556,61.0,6.0,55.0,v3
grant_318,grant_935,grant_880,grant_113,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Dobrava Virus,FR836477,Romania,2007-2008,Apodemus flavicollis,Apodemus,2437756.0,Average of County coordinates,45.7754937080014,23.058247353291,31.0,3.0,28.0,v3
grant_319,grant_935,grant_880,grant_113,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Dobrava Virus,FR836478,Romania,2007-2008,Apodemus flavicollis,Apodemus,2437756.0,Average of County coordinates,45.7754937080014,23.058247353291,31.0,3.0,28.0,v3
grant_320,grant_935,grant_880,grant_113,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Dobrava Virus,FR836479,Romania,2007-2008,Apodemus flavicollis,Apodemus,2437756.0,Average of County coordinates,45.7754937080014,23.058247353291,31.0,3.0,28.0,v3
grant_321,grant_935,grant_880,grant_113,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Dobrava Virus,HE801176,Romania,2007-2008,Apodemus flavicollis,Apodemus,2437756.0,Average of County coordinates,45.7754937080014,23.058247353291,31.0,3.0,28.0,v3
grant_322,grant_935,grant_880,grant_113,Pathogen,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Dobrava Virus,HE801177,Romania,2007-2008,Apodemus flavicollis,Apodemus,2437756.0,Average of County coordinates,45.7754937080014,23.058247353291,31.0,3.0,28.0,v3
grant_323,grant_940,grant_885,grant_114,Pathogen,Tunari virus,Tunari virus,Tunari Virus,KF581135,Peru,10/2009-10/2010,Necromys lenguarum,Necromys,4265139.0,National Reserve,-12.9065878236878,-69.1780002006731,49.0,2.0,47.0,v3
grant_324,grant_940,grant_885,grant_114,Pathogen,Tunari virus,Tunari virus,Tunari Virus,KF581135,Peru,10/2009-10/2010,Necromys lenguarum,Necromys,4265139.0,National Reserve,-12.9065878236878,-69.1780002006731,49.0,2.0,47.0,v3
grant_325,grant_944,grant_889,grant_115,Pathogen,Jabora virus,Jabora virus,JABV,JN232078,Brazil,,Akodon montensis,Akodon,4265083.0,Jabora Site,,-51.7833564790414,2.0,2.0,0.0,v3
grant_326,grant_944,grant_889,grant_115,Pathogen,Jabora virus,Jabora virus,JABV,JN232080,Brazil,,Akodon montensis,Akodon,4265083.0,Jabora Site,,-51.7833564790414,2.0,2.0,0.0,v3
