sequence_record_id,associated_pathogen_record_id,associated_rodent_record_id,study_id,host_genus,associatedTaxa,sequenceType,scientificName,accession_number,method,note,date_sampled,sample_location
677,25843,18706,62,Microtus,Microtus obscurus,Pathogen,Tula orthohantavirus,MH649270,NA,NA,NA,NA
678,25852,18715,63,Apodemus,Apodemus agrarius,Pathogen,Hantaan virus,HQ834499,NA,NA,2009-08-20,NA
679,25852,18715,63,Apodemus,Apodemus agrarius,Pathogen,Hantaan virus,HQ834501,NA,NA,2010-08-11,NA
680,25852,18715,63,Apodemus,Apodemus agrarius,Pathogen,Hantaan virus,HQ834503,NA,NA,2010-08-12,NA
681,25852,18715,63,Apodemus,Apodemus agrarius,Pathogen,Hantaan virus,HQ834500,NA,NA,2010-08-11,NA
682,25852,18715,63,Apodemus,Apodemus agrarius,Pathogen,Hantaan virus,HQ834505,NA,NA,2010-08-19,NA
683,NA,NA,63,Homo,Homo sapiens,Pathogen,Hantaan virus,HQ834507,NA,NA,2009-11-11,NA
684,25852,18715,63,Apodemus,Apodemus agrarius,Pathogen,Hantaan virus,HQ834502,NA,NA,2010-08-12,NA
685,25852,18715,63,Apodemus,Apodemus agrarius,Pathogen,Hantaan virus,HQ834504,NA,NA,2010-08-17,NA
686,25852,18715,63,Apodemus,Apodemus agrarius,Pathogen,Hantaan virus,HQ834506,NA,NA,2010-09-13,NA
687,NA,NA,63,Homo,Homo sapiens,Pathogen,Hantaan virus,JF421284,NA,NA,2009-11-27,NA
688,25853,18716,63,Rattus,Rattus norvegicus,Pathogen,Hantaan virus,KC844228,NA,NA,2012-11-17,NA
689,NA,NA,63,Homo,Homo sapiens,Pathogen,Hantaan virus,JF421280,NA,NA,2008-11-20,NA
690,NA,NA,63,Homo,Homo sapiens,Pathogen,Hantaan virus,JF421282,NA,NA,2008-12-27,NA
691,NA,NA,63,Homo,Homo sapiens,Pathogen,Hantaan virus,KC844226,NA,NA,2012-11-18,NA
692,NA,NA,63,Homo,Homo sapiens,Pathogen,Hantaan virus,JF421281,NA,NA,2008-11-29,NA
693,NA,NA,63,Homo,Homo sapiens,Pathogen,Hantaan virus,JF421283,NA,NA,2009-01-09,NA
694,25852,18715,63,Apodemus,Apodemus agrarius,Pathogen,Hantaan virus,JN542542,NA,NA,2010-09-17,NA
695,NA,NA,63,Homo,Homo sapiens,Pathogen,Hantaan virus,KC844227,NA,NA,2010-11-20,NA
696,NA,NA,63,Homo,Homo sapiens,Pathogen,Hantaan virus,KY283955,NA,NA,2016,NA
697,NA,NA,63,Homo,Homo sapiens,Pathogen,Hantaan virus,KY283956,NA,NA,2016,NA
698,NA,NA,63,Homo,Homo sapiens,Pathogen,Hantaan virus,KY357324,NA,NA,2016,NA
699,NA,NA,63,Homo,Homo sapiens,Pathogen,Hantaan virus,KY357325,NA,NA,2016,NA
700,NA,NA,63,Homo,Homo sapiens,Pathogen,Hantaan virus,KY357323,NA,NA,2016,NA
701,NA,NA,63,Homo,Homo sapiens,Pathogen,Hantaan virus,KY357326,NA,NA,2016,NA
702,NA,NA,63,Homo,Homo sapiens,Pathogen,Hantaan virus,KY357327,NA,NA,2016,NA
703,NA,NA,63,Homo,Homo sapiens,Pathogen,Hantaan virus,KY357322,NA,NA,2016,NA
704,25857,18720,64,Praomys,Praomys spp.,Pathogen,Mobola virus,MW929170,NA,NA,1981-10-01,NA
705,25857,18720,64,Praomys,Praomys spp.,Pathogen,Mobola virus,MW929171,NA,NA,1981-10-01,NA
706,25871,18728,66,Sorex,Sorex araneus,Host,NA,MT939451,NA,NA,NA,NA
707,25871,18728,66,Sorex,Sorex araneus,Host,NA,MT939452,NA,NA,NA,NA
708,25871,18728,66,Sorex,Sorex araneus,Host,NA,MT939453,NA,NA,NA,NA
709,25871,18728,66,Sorex,Sorex araneus,Host,NA,MT939454,NA,NA,NA,NA
710,25871,18728,66,Sorex,Sorex araneus,Host,NA,MT939455,NA,NA,NA,NA
711,25871,18728,66,Sorex,Sorex araneus,Host,NA,MT939456,NA,NA,NA,NA
712,25871,18728,66,Sorex,Sorex araneus,Host,NA,MT939457,NA,NA,NA,NA
713,25871,18728,66,Sorex,Sorex araneus,Host,NA,MT939458,NA,NA,NA,NA
714,25871,18728,66,Sorex,Sorex araneus,Pathogen,Seewis virus,MT939459,NA,NA,NA,NA
715,25871,18728,66,Sorex,Sorex araneus,Pathogen,Seewis virus,MT939460,NA,NA,NA,NA
716,25871,18728,66,Sorex,Sorex araneus,Pathogen,Seewis virus,MT939461,NA,NA,NA,NA
717,26061,18762,67,Apodemus,Apodemus agrarius,Pathogen,Orthohantavirus dobravaense,ON243777,NA,NA,NA,NA
718,26479,18868,67,Microtus,Microtus arvalis,Pathogen,Orthohantavirus tulaense,ON243778,NA,NA,NA,NA
719,26484,18873,67,Microtus,Microtus arvalis,Pathogen,Orthohantavirus tulaense,ON243779,NA,NA,NA,NA
720,26425,18814,67,Clethrionomys,Clethrionomys glareolus,Pathogen,Orthohantavirus tulaense,ON243780,NA,NA,NA,NA
721,26421,18810,67,Clethrionomys,Clethrionomys glareolus,Pathogen,Orthohantavirus tulaense,ON243781,NA,NA,NA,NA
722,26485,18874,67,Microtus,Microtus arvalis,Pathogen,Orthohantavirus tulaense,ON243782,NA,NA,NA,NA
723,26475,18864,67,Microtus,Microtus arvalis,Pathogen,Orthohantavirus tulaense,ON243783,NA,NA,NA,NA
724,26480,18869,67,Microtus,Microtus arvalis,Pathogen,Orthohantavirus tulaense,ON243784,NA,NA,NA,NA
725,26464,18853,67,Microtus,Microtus arvalis,Pathogen,Orthohantavirus tulaense,ON243785,NA,NA,NA,NA
726,26463,18852,67,Microtus,Microtus arvalis,Pathogen,Orthohantavirus tulaense,ON243786,NA,NA,NA,NA
727,26463,18852,67,Microtus,Microtus arvalis,Pathogen,Orthohantavirus tulaense,ON243787,NA,NA,NA,NA
728,26488,18877,67,Apodemus,Apodemus sylvaticus,Pathogen,Orthohantavirus tulaense,ON243788,NA,NA,NA,NA
729,26499,18885,67,Microtus,Microtus arvalis,Pathogen,Orthohantavirus tulaense,ON243789,NA,NA,NA,NA
730,26499,18885,67,Microtus,Microtus arvalis,Pathogen,Orthohantavirus tulaense,ON243790,NA,NA,NA,NA
731,26478,18867,67,Microtus,Microtus arvalis,Pathogen,Orthohantavirus tulaense,ON243791,NA,NA,NA,NA
732,26466,18855,67,Apodemus,Apodemus flavicollis,Pathogen,Orthohantavirus tulaense,ON243792,NA,NA,NA,NA
733,26461,18850,67,Apodemus,Apodemus sylvaticus,Pathogen,Orthohantavirus tulaense,ON243793,NA,NA,NA,NA
734,26479,18868,67,Microtus,Microtus arvalis,Pathogen,Orthohantavirus tulaense,ON243794,NA,NA,NA,NA
735,26486,18875,67,Microtus,Microtus arvalis,Pathogen,Orthohantavirus tulaense,ON243795,NA,NA,NA,NA
736,26482,18871,67,Microtus,Microtus arvalis,Pathogen,Orthohantavirus tulaense,ON243796,NA,NA,NA,NA
737,26464,18853,67,Microtus,Microtus arvalis,Pathogen,Orthohantavirus tulaense,ON243797,NA,NA,NA,NA
738,26463,18852,67,Microtus,Microtus arvalis,Pathogen,Orthohantavirus tulaense,ON243798,NA,NA,NA,NA
739,26367,18756,67,Apodemus,Apodemus agrarius,Pathogen,Orthohantavirus tulaense,ON243799,NA,NA,NA,NA
740,26350,18739,67,Apodemus,Apodemus agrarius,Pathogen,Orthohantavirus tulaense,ON243800,NA,NA,NA,NA
741,26391,18780,67,Apodemus,Apodemus agrarius,Pathogen,Orthohantavirus tulaense,ON243801,NA,NA,NA,NA
742,26399,18788,67,Apodemus,Apodemus agrarius,Pathogen,Orthohantavirus tulaense,ON243802,NA,NA,NA,NA
743,26347,18736,67,Microtus,Microtus arvalis,Pathogen,Orthohantavirus tulaense,ON243803,NA,NA,NA,NA
744,26346,18735,67,Microtus,Microtus arvalis,Pathogen,Orthohantavirus tulaense,ON243804,NA,NA,NA,NA
745,26396,18785,67,Apodemus,Apodemus agrarius,Pathogen,Orthohantavirus tulaense,ON243805,NA,NA,NA,NA
746,26501,18886,67,Apodemus,Apodemus agrarius,Pathogen,Orthohantavirus dobravaense,ON243806,NA,NA,NA,NA
747,26055,18756,67,Apodemus,Apodemus agrarius,Pathogen,Orthohantavirus dobravaense,ON243807,NA,NA,NA,NA
748,26061,18762,67,Apodemus,Apodemus agrarius,Pathogen,Orthohantavirus dobravaense,ON243808,NA,NA,NA,NA
749,26064,18765,67,Apodemus,Apodemus agrarius,Pathogen,Orthohantavirus dobravaense,ON243809,NA,NA,NA,NA
750,26081,18782,67,Apodemus,Apodemus agrarius,Pathogen,Orthohantavirus dobravaense,ON243810,NA,NA,NA,NA
751,26086,18787,67,Apodemus,Apodemus agrarius,Pathogen,Orthohantavirus dobravaense,ON243811,NA,NA,NA,NA
752,26033,18734,67,Microtus,Microtus arvalis,Pathogen,Orthohantavirus dobravaense,ON243812,NA,NA,NA,NA
753,26029,18730,67,Apodemus,Apodemus sylvaticus,Pathogen,Orthohantavirus dobravaense,ON243813,NA,NA,NA,NA
754,26035,18736,67,Microtus,Microtus arvalis,Pathogen,Orthohantavirus dobravaense,ON243814,NA,NA,NA,NA
755,26304,18849,67,Sorex,Sorex araneus,Pathogen,Orthohantavirus seewisense,ON243815,NA,NA,NA,NA
756,26283,18828,67,Sorex,Sorex araneus,Pathogen,Orthohantavirus seewisense,ON243816,NA,NA,NA,NA
757,25989,18846,67,Sorex,Sorex araneus,Pathogen,Orthohantavirus asikkalaense,ON243817,NA,NA,NA,NA
758,26483,18872,67,Microtus,Microtus arvalis,Pathogen,Orthohantavirus tulaense,ON653425,NA,NA,NA,NA
759,26484,18873,67,Microtus,Microtus arvalis,Pathogen,Orthohantavirus tulaense,ON653426,NA,NA,NA,NA
760,26475,18864,67,Microtus,Microtus arvalis,Pathogen,Orthohantavirus tulaense,ON653427,NA,NA,NA,NA
761,26480,18869,67,Microtus,Microtus arvalis,Pathogen,Orthohantavirus tulaense,ON653428,NA,NA,NA,NA
762,26476,18865,67,Microtus,Microtus arvalis,Pathogen,Orthohantavirus tulaense,ON653429,NA,NA,NA,NA
763,26477,18866,67,Microtus,Microtus arvalis,Pathogen,Orthohantavirus tulaense,ON653430,NA,NA,NA,NA
764,26499,18885,67,Microtus,Microtus arvalis,Pathogen,Orthohantavirus tulaense,ON653431,NA,NA,NA,NA
765,26478,18867,67,Microtus,Microtus arvalis,Pathogen,Orthohantavirus tulaense,ON653432,NA,NA,NA,NA
766,26490,18879,67,Apodemus,Apodemus flavicollis,Pathogen,Orthohantavirus tulaense,ON653433,NA,NA,NA,NA
767,26466,18855,67,Apodemus,Apodemus flavicollis,Pathogen,Orthohantavirus tulaense,ON653434,NA,NA,NA,NA
768,26461,18850,67,Apodemus,Apodemus sylvaticus,Pathogen,Orthohantavirus tulaense,ON653435,NA,NA,NA,NA
769,26479,18868,67,Microtus,Microtus arvalis,Pathogen,Orthohantavirus tulaense,ON653436,NA,NA,NA,NA
770,26486,18875,67,Microtus,Microtus arvalis,Pathogen,Orthohantavirus tulaense,ON653437,NA,NA,NA,NA
771,26481,18870,67,Microtus,Microtus arvalis,Pathogen,Orthohantavirus tulaense,ON653438,NA,NA,NA,NA
772,26464,18853,67,Microtus,Microtus arvalis,Pathogen,Orthohantavirus tulaense,ON653439,NA,NA,NA,NA
773,26463,18852,67,Microtus,Microtus arvalis,Pathogen,Orthohantavirus tulaense,ON653440,NA,NA,NA,NA
774,26347,18736,67,Microtus,Microtus arvalis,Pathogen,Orthohantavirus tulaense,ON653441,NA,NA,NA,NA
775,26488,18877,67,Apodemus,Apodemus sylvaticus,Pathogen,Orthohantavirus tulaense,ON653442,NA,NA,NA,NA
776,NA,18899,68,Crocidura,Crocidura somalica,Host,NA,OQ709089,NA,NA,NA,NA
777,NA,18899,68,Crocidura,Crocidura somalica,Host,NA,OQ709090,NA,NA,NA,NA
778,NA,18899,68,Crocidura,Crocidura somalica,Host,NA,OQ709091,NA,NA,NA,NA
779,NA,18899,68,Crocidura,Crocidura somalica,Host,NA,OQ709092,NA,NA,NA,NA
780,NA,18899,68,Crocidura,Crocidura somalica,Host,NA,OQ709093,NA,NA,NA,NA
781,NA,18899,68,Crocidura,Crocidura somalica,Host,NA,OQ709094,NA,NA,NA,NA
782,NA,18899,68,Crocidura,Crocidura somalica,Host,NA,OQ709095,NA,NA,NA,NA
783,NA,18899,68,Crocidura,Crocidura somalica,Host,NA,OQ709096,NA,NA,NA,NA
784,NA,18899,68,Crocidura,Crocidura somalica,Host,NA,OQ709097,NA,NA,NA,NA
785,NA,18899,68,Crocidura,Crocidura somalica,Host,NA,OQ709098,NA,NA,NA,NA
786,NA,18899,68,Crocidura,Crocidura somalica,Host,NA,OQ709099,NA,NA,NA,NA
787,26571,18954,69,Apodemus,Apodemus flavicollis,Pathogen,Orthohantavirus dobravaense,KT971005,NA,sequences may have higher geographic resolution than rodent sampling,NA,"Brezhdan, Diber"
788,26571,18954,69,Apodemus,Apodemus flavicollis,Pathogen,Orthohantavirus dobravaense,KT971006,NA,sequences may have higher geographic resolution than rodent sampling,NA,"Pilafe, Diber"
789,26571,18954,69,Apodemus,Apodemus flavicollis,Pathogen,Orthohantavirus dobravaense,KT971007,NA,sequences may have higher geographic resolution than rodent sampling,NA,"Llasen, Diber"
790,26714,19097,69,Apodemus,Apodemus flavicollis,Pathogen,Orthohantavirus dobravaense,KT971008,NA,sequences may have higher geographic resolution than rodent sampling,NA,"Togez, Librazhd"
791,26649,19032,69,Apodemus,Apodemus flavicollis,Pathogen,Orthohantavirus dobravaense,KT971009,NA,sequences may have higher geographic resolution than rodent sampling,NA,"Voskopoje, Korce"
792,26896,19279,69,Apodemus,Apodemus flavicollis,Pathogen,Orthohantavirus dobravaense,KT971010,NA,sequences may have higher geographic resolution than rodent sampling,NA,"Llogora, Vlore"
793,26649,19032,69,Apodemus,Apodemus flavicollis,Pathogen,Orthohantavirus dobravaense,KT971011,NA,sequences may have higher geographic resolution than rodent sampling,NA,"Deillas, Korce"
794,26649,19032,69,Apodemus,Apodemus flavicollis,Pathogen,Orthohantavirus dobravaense,KT971012,NA,sequences may have higher geographic resolution than rodent sampling,NA,"Dardhe, Korce"
795,26636,19019,69,Apodemus,Apodemus flavicollis,Pathogen,Orthohantavirus dobravaense,KT971013,NA,sequences may have higher geographic resolution than rodent sampling,NA,"Mollas, Kolonje"
796,26792,19175,69,Apodemus,Apodemus flavicollis,Pathogen,Orthohantavirus dobravaense,KT971014,NA,sequences may have higher geographic resolution than rodent sampling,NA,"Geshtenjas, Pogradec"
797,NA,19306,70,Microtus,Microtus arvalis,Host,NA,MW656487,NA,NA,NA,NA
798,NA,19306,70,Microtus,Microtus arvalis,Host,NA,MW656488,NA,NA,NA,NA
799,NA,19312,70,Microtus,Microtus arvalis,Host,NA,MW656489,NA,NA,NA,NA
800,NA,19312,70,Microtus,Microtus arvalis,Host,NA,MW656490,NA,NA,NA,NA
801,NA,19344,70,Microtus,Microtus arvalis,Host,NA,MW656492,NA,NA,NA,NA
802,NA,19307,70,Microtus,Microtus arvalis,Host,NA,MW656493,NA,NA,NA,NA
803,NA,19307,70,Microtus,Microtus arvalis,Host,NA,MW656494,NA,NA,NA,NA
804,NA,19339,70,Microtus,Microtus arvalis,Host,NA,MW656495,NA,NA,NA,NA
805,NA,19339,70,Microtus,Microtus arvalis,Host,NA,MW656496,NA,NA,NA,NA
806,NA,19329,70,Microtus,Microtus arvalis,Host,NA,MW656497,NA,NA,NA,NA
807,NA,19329,70,Microtus,Microtus arvalis,Host,NA,MW656498,NA,NA,NA,NA
808,NA,19370,70,Microtus,Microtus arvalis,Host,NA,MW656499,NA,NA,NA,NA
809,26946,19306,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272834,NA,NA,NA,NA
810,26946,19306,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272889,NA,NA,NA,NA
811,26946,19306,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272927,NA,NA,NA,NA
812,26946,19306,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272835,NA,NA,NA,NA
813,26946,19306,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272836,NA,NA,NA,NA
814,26946,19306,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272890,NA,NA,NA,NA
815,26946,19306,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272928,NA,NA,NA,NA
816,26946,19306,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272838,NA,NA,NA,NA
817,26946,19306,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272839,NA,NA,NA,NA
818,26946,19306,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272840,NA,NA,NA,NA
819,26946,19306,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272891,NA,NA,NA,NA
820,26946,19306,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272929,NA,NA,NA,NA
821,26946,19306,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272841,NA,NA,NA,NA
822,26946,19306,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272892,NA,NA,NA,NA
823,26946,19306,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272930,NA,NA,NA,NA
824,26946,19306,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272842,NA,NA,NA,NA
825,26946,19306,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272893,NA,NA,NA,NA
826,26946,19306,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272931,NA,NA,NA,NA
827,26946,19306,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272843,NA,NA,NA,NA
828,26946,19306,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272894,NA,NA,NA,NA
829,26946,19306,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272932,NA,NA,NA,NA
830,26946,19306,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272837,NA,NA,NA,NA
831,26946,19306,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272895,NA,NA,NA,NA
832,26946,19306,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272933,NA,NA,NA,NA
833,26946,19306,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272844,NA,NA,NA,NA
834,26946,19306,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272896,NA,NA,NA,NA
835,26946,19306,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272934,NA,NA,NA,NA
836,26946,19306,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272845,NA,NA,NA,NA
837,26946,19306,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272846,NA,NA,NA,NA
838,26946,19306,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272897,NA,NA,NA,NA
839,26946,19306,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272935,NA,NA,NA,NA
840,26946,19306,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272847,NA,NA,NA,NA
841,26946,19306,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272898,NA,NA,NA,NA
842,26946,19306,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272936,NA,NA,NA,NA
843,26946,19306,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272848,NA,NA,NA,NA
844,26946,19306,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272899,NA,NA,NA,NA
845,26946,19306,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272937,NA,NA,NA,NA
846,26966,19314,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272849,NA,NA,NA,NA
847,26966,19314,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272958,NA,NA,NA,NA
848,26966,19314,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272850,NA,NA,NA,NA
849,26942,19304,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272852,NA,NA,NA,NA
850,26942,19304,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272900,NA,NA,NA,NA
851,26942,19304,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272939,NA,NA,NA,NA
852,26962,19312,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272851,NA,NA,NA,NA
853,26962,19312,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272901,NA,NA,NA,NA
854,26962,19312,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272940,NA,NA,NA,NA
855,26962,19312,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272853,NA,NA,NA,NA
856,26962,19312,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272902,NA,NA,NA,NA
857,26924,19297,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272854,NA,NA,NA,NA
858,26924,19297,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272903,NA,NA,NA,NA
859,26924,19297,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272941,NA,NA,NA,NA
860,26964,19313,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272855,NA,NA,NA,NA
861,26964,19313,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272942,NA,NA,NA,NA
862,27004,19329,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272856,NA,NA,NA,NA
863,27004,19329,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272904,NA,NA,NA,NA
864,27004,19329,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272943,NA,NA,NA,NA
865,27004,19329,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272857,NA,NA,NA,NA
866,27004,19329,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272905,NA,NA,NA,NA
867,27004,19329,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272944,NA,NA,NA,NA
868,27024,19337,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272858,NA,NA,NA,NA
869,27024,19337,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272906,NA,NA,NA,NA
870,27024,19337,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272945,NA,NA,NA,NA
871,27024,19337,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272859,NA,NA,NA,NA
872,27024,19337,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272907,NA,NA,NA,NA
873,27024,19337,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272946,NA,NA,NA,NA
874,27024,19337,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272860,NA,NA,NA,NA
875,27024,19337,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272908,NA,NA,NA,NA
876,27024,19337,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272947,NA,NA,NA,NA
877,27064,19353,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272861,NA,NA,NA,NA
878,27064,19353,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272909,NA,NA,NA,NA
879,27064,19353,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272948,NA,NA,NA,NA
880,27106,19370,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272862,NA,NA,NA,NA
881,27106,19370,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272910,NA,NA,NA,NA
882,27106,19370,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272949,NA,NA,NA,NA
883,27106,19370,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272863,NA,NA,NA,NA
884,27106,19370,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272911,NA,NA,NA,NA
885,27106,19370,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272950,NA,NA,NA,NA
886,27106,19370,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272909,NA,NA,NA,NA
887,27106,19370,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272864,NA,NA,NA,NA
888,27106,19370,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272912,NA,NA,NA,NA
889,27106,19370,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272951,NA,NA,NA,NA
890,27106,19370,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272865,NA,NA,NA,NA
891,27106,19370,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272866,NA,NA,NA,NA
892,27106,19370,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272913,NA,NA,NA,NA
893,26948,19307,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272867,NA,NA,NA,NA
894,26948,19307,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272914,NA,NA,NA,NA
895,26948,19307,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272952,NA,NA,NA,NA
896,26968,19315,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272868,NA,NA,NA,NA
897,26968,19315,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272953,NA,NA,NA,NA
898,26968,19315,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272869,NA,NA,NA,NA
899,26968,19315,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272915,NA,NA,NA,NA
900,26968,19315,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272954,NA,NA,NA,NA
901,26948,19307,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272870,NA,NA,NA,NA
902,26948,19307,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272916,NA,NA,NA,NA
903,26948,19307,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272871,NA,NA,NA,NA
904,26948,19307,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272917,NA,NA,NA,NA
905,26948,19307,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272955,NA,NA,NA,NA
906,26948,19307,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272872,NA,NA,NA,NA
907,26948,19307,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272918,NA,NA,NA,NA
908,26948,19307,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272956,NA,NA,NA,NA
909,26948,19307,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272873,NA,NA,NA,NA
910,26948,19307,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272919,NA,NA,NA,NA
911,26948,19307,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272957,NA,NA,NA,NA
912,26968,19315,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272874,NA,NA,NA,NA
913,26968,19315,70,Microtus,Microtus arvalis,Pathogen,Tula orthohantavirus,MT272938,NA,NA,NA,NA
